5891.1023	0.899
5891.1093	0.8897
5891.1164	0.8785
5891.1235	0.8652
5891.1305	0.8528
5891.1376	0.8398
5891.1447	0.8263
5891.1517	0.8149
5891.1588	0.8064
5891.1659	0.7991
5891.173	0.7959
5891.18	0.7981
5891.1871	0.8042
5891.1942	0.814
5891.2012	0.8266
5891.2083	0.8389
5891.2154	0.8542
5891.2224	0.8664
5891.2295	0.8798
5891.2366	0.8912
5891.2436	0.9006
5891.2507	0.9096
5891.2578	0.916
5891.2649	0.9205
5891.2719	0.9252
5891.279	0.9285
5891.2861	0.931
5891.2931	0.9339
5891.3002	0.9367
5891.3073	0.9389
5891.3143	0.9409
5891.3214	0.9421
5891.3285	0.9433
5891.3356	0.9447
5891.3426	0.9454
5891.3497	0.9461
5891.3568	0.9473
5891.3638	0.9481
5891.3709	0.9496
5891.378	0.9515
5891.385	0.9521
5891.3921	0.9524
5891.3992	0.9533
5891.4062	0.9535
5891.4133	0.9533
5891.4204	0.9534
5891.4275	0.9533
5891.4345	0.9536
5891.4416	0.9543
5891.4487	0.9543
5891.4557	0.9539
5891.4628	0.9542
5891.4699	0.9546
5891.4769	0.9546
5891.484	0.9552
5891.4911	0.9556
5891.4982	0.9557
5891.5052	0.9555
5891.5123	0.9551
5891.5194	0.9552
5891.5264	0.9562
5891.5335	0.9574
5891.5406	0.9584
5891.5476	0.9596
5891.5547	0.9608
5891.5618	0.9617
5891.5689	0.9619
5891.5759	0.9611
5891.583	0.9607
5891.5901	0.9613
5891.5971	0.9614
5891.6042	0.9604
5891.6113	0.9587
5891.6183	0.9573
5891.6254	0.9575
5891.6325	0.9615
5891.6396	0.9634
5891.6466	0.9582
5891.6537	0.9543
5891.6608	0.9554
5891.6678	0.9584
5891.6749	0.9609
5891.682	0.9624
5891.689	0.9636
5891.6961	0.9642
5891.7032	0.9644
5891.7103	0.9644
5891.7173	0.964
5891.7244	0.9636
5891.7315	0.9638
5891.7385	0.9638
5891.7456	0.963
5891.7527	0.9624
5891.7597	0.9619
5891.7668	0.9613
5891.7739	0.9613
5891.781	0.9616
5891.788	0.9608
5891.7951	0.9595
5891.8022	0.9586
5891.8092	0.9569
5891.8163	0.9538
5891.8234	0.9515
5891.8304	0.9489
5891.8375	0.9458
5891.8446	0.9427
5891.8517	0.9401
5891.8587	0.9384
5891.8658	0.9382
5891.8729	0.9383
5891.8799	0.9387
5891.887	0.9405
5891.8941	0.944
5891.9011	0.948
5891.9082	0.9519
5891.9153	0.9555
5891.9224	0.9592
5891.9294	0.9626
5891.9365	0.9656
5891.9436	0.9677
5891.9506	0.9685
5891.9577	0.97
